브랜드,계정과목,월,사유
mlb,플랫폼수수료,5,계정 재분류(플랫폼수수료→직접광고비 156,759). CSV 값이 정본
mlb,직접광고비,5,계정 재분류(플랫폼수수료→직접광고비 156,759). CSV 값이 정본
